Marca,Modelo,Ano,Tipo_combustivel,Potencia_motor,Cilindros_motor,Tipo_transmissao,Rodas_motrizes,Numero_portas,Tamanho,Estilo,Consumo_estrada_milhas,Consumo_cidade_milhas,Valor($)
Acura,TL,2012,gasolina premium (obrigatoria),305.0,6.0,automatico,tracao integral,4.0,medio,seda,26,18,42985
Dodge,Ram Van,1998,gasolina comum,175.0,6.0,automatico,tracao traseira,3.0,compacto,van de carga,16,13,2000
Chrysler,Voyager,2001,gasolina comum,150.0,4.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,22,18,19160
Ford,Probe,1997,gasolina comum,164.0,6.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,24,18,2000
Toyota,Celica,2005,gasolina premium (obrigatoria),180.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,30,21,22335
Honda,Crosstour,2013,gasolina comum,278.0,6.0,automatico,tracao integral,4.0,medio,hatchback 4 portas,28,19,37090
Toyota,Tacoma,2017,gasolina comum,159.0,4.0,manual,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,21,19,25645
Dodge,RAM 150,1993,gasolina comum,230.0,8.0,manual,tracao traseira,2.0,grande,picape cabine estendida,16,12,2000
Chevrolet,Monte Carlo,2007,flex (gasolina/E85),211.0,6.0,automatico,tracao dianteira,2.0,medio,cupe,29,19,21015
Volkswagen,Jetta,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,4.0,medio,seda,37,25,22325
BMW,ActiveHybrid 5,2016,gasolina premium (obrigatoria),335.0,6.0,automatico,tracao traseira,4.0,grande,seda,30,23,62100
Dodge,Nitro,2011,gasolina comum,210.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,21,15,24985
Suzuki,Grand Vitara,2012,gasolina comum,166.0,4.0,automatico,tracao traseira,4.0,compacto,SUV 4 portas,25,19,21399
Ford,Transit Wagon,2017,gasolina comum,275.0,6.0,automatico,tracao traseira,3.0,grande,van de passageiros,19,14,43370
Infiniti,FX,2013,gasolina premium (obrigatoria),390.0,8.0,automatico,tracao integral,4.0,medio,SUV 4 portas,20,14,61500
Dodge,Dakota,2008,gasolina comum,210.0,6.0,manual,tracao traseira,4.0,compacto,picape cabine dupla,20,16,22505
Mazda,Tribute Hybrid,2008,gasolina comum,133.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,30,34,27995
Suzuki,Sidekick,1998,gasolina comum,95.0,4.0,manual,tracao traseira,2.0,compacto,SUV Conversível,24,21,2000
Kia,Sportage,2015,gasolina comum,260.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,24,19,29600
Plymouth,Colt,1994,gasolina comum,92.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,35,28,2000
Volvo,850,1995,gasolina comum,168.0,5.0,manual,tracao dianteira,4.0,medio,perua,26,18,2000
Volvo,XC60,2015,gasolina comum,240.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,31,24,36400
Toyota,Tundra,2017,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,17,13,36480
Mitsubishi,Lancer Sportback,2012,gasolina comum,148.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,32,24,18395
Dodge,Caliber,2010,gasolina comum,158.0,4.0,automatico,tracao dianteira,4.0,compacto,perua,27,23,19995
Ford,Freestar,2006,gasolina comum,193.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de carga,22,16,19650
Toyota,Prius c,2014,gasolina comum,99.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,46,53,20030
Hyundai,Veracruz,2012,gasolina comum,260.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,22,17,34495
Ford,Crown Victoria,2009,flex (gasolina/E85),224.0,8.0,automatico,tracao traseira,4.0,grande,seda,24,16,29205
Cadillac,STS,2010,gasolina comum,302.0,6.0,automatico,tracao traseira,4.0,grande,seda,27,18,46845
Volkswagen,Golf,2016,gasolina comum,170.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,36,25,25225
Lexus,RX 350,2016,gasolina comum,295.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,26,19,43300
Ford,Thunderbird,2004,gasolina premium (obrigatoria),280.0,8.0,automatico,tracao traseira,2.0,medio,conversivel,21,15,38480
Chevrolet,Spark,2017,gasolina comum,98.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,38,29,14825
Volkswagen,Beetle,2016,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,31,24,23995
Chevrolet,Silverado 1500 Classic,2007,flex (gasolina/E85),295.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,17,13,35160
Cadillac,CTS Coupe,2012,gasolina comum,318.0,6.0,automatico,tracao integral,2.0,medio,cupe,27,18,50050
Toyota,Sequoia,2017,gasolina comum,381.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,17,13,45460
Oldsmobile,Achieva,1997,gasolina comum,150.0,4.0,desconhecido,tracao dianteira,2.0,medio,cupe,29,19,2000
Ford,F-150,2017,gasolina comum,325.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,26,19,42425
Mitsubishi,Lancer,2016,gasolina comum,148.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,35,27,18595
Dodge,Charger,2017,gasolina premium (recomendada),707.0,8.0,automatico,tracao traseira,4.0,grande,seda,22,13,65945
Chevrolet,TrailBlazer,2009,gasolina premium (recomendada),390.0,8.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,16,12,37195
Pontiac,Vibe,2009,gasolina comum,132.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,32,26,16100
Volvo,S60,2015,gasolina comum,250.0,5.0,automatico,tracao integral,4.0,medio,seda,29,20,34800
Ford,Taurus X,2009,gasolina comum,263.0,6.0,automatico,tracao dianteira,4.0,grande,perua,24,17,28270
Mitsubishi,Endeavor,2008,gasolina premium (obrigatoria),225.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,22,15,27599
Volkswagen,Beetle Convertible,2016,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,conversivel,34,25,25490
GMC,Terrain,2017,gasolina comum,182.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,31,21,28800
Chevrolet,Uplander,2006,gasolina comum,201.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,23,16,28250
Mazda,Protege,2003,gasolina comum,130.0,4.0,manual,tracao dianteira,4.0,compacto,seda,28,22,16140
Volkswagen,Golf,2016,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,36,25,20675
Mazda,RX-8,2009,gasolina premium (obrigatoria),232.0,,manual,tracao traseira,4.0,compacto,cupe,22,16,31000
Land Rover,Discovery Sport,2017,gasolina premium (recomendada),240.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,25,20,46595
Nissan,Titan,2017,gasolina comum,390.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,21,15,34780
Hyundai,Elantra,2016,gasolina comum,166.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,35,24,21250
Kia,Cadenza,2017,gasolina comum,290.0,6.0,automatico,tracao dianteira,4.0,medio,seda,28,20,31990
Cadillac,Escalade EXT,2011,flex (gasolina premium recomendada/E85),403.0,8.0,automatico,tracao integral,4.0,grande,picape cabine dupla,18,13,62160
Audi,A3,2016,gasolina premium (recomendada),170.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,seda,33,23,39750
Volkswagen,New Beetle,2010,gasolina comum,150.0,5.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,29,20,20390
Chevrolet,Silverado 1500,2017,gasolina comum,355.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,22,16,44050
Cadillac,Escalade EXT,2012,flex (gasolina premium recomendada/E85),403.0,8.0,automatico,tracao integral,4.0,grande,picape cabine dupla,18,13,67250
Honda,Pilot,2017,gasolina comum,280.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,26,18,35830
Audi,A4,2017,gasolina premium (recomendada),252.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,33,25,41100
Lincoln,Mark VII,1992,gasolina comum,225.0,8.0,automatico,tracao traseira,2.0,grande,cupe,22,15,2000
Saab,9-5,2009,gasolina premium (recomendada),260.0,4.0,automatico,tracao dianteira,4.0,medio,perua,27,17,39650
Mitsubishi,Galant,2011,gasolina comum,160.0,4.0,automatico,tracao dianteira,4.0,medio,seda,30,21,21599
Saab,900,1997,gasolina comum,185.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,25,18,2000
Mercedes-Benz,300-Class,1993,gasolina comum,177.0,6.0,automatico,tracao integral,4.0,medio,seda,19,15,2433
Volvo,240,1992,gasolina comum,114.0,4.0,manual,tracao traseira,4.0,medio,seda,26,19,2000
Volkswagen,Jetta GLI,2014,gasolina premium (recomendada),210.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,32,24,28555
Ford,F-150 Heritage,2004,gasolina comum,202.0,6.0,manual,tracao traseira,2.0,grande,picape cabine simples,19,15,22615
Volkswagen,Beetle,2016,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,34,25,25975
Toyota,Pickup,1993,gasolina comum,150.0,6.0,manual,tracao traseira,2.0,compacto,picape cabine estendida,20,15,2047
Ford,Expedition,2017,gasolina comum,365.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,20,15,49150
Chevrolet,Trax,2015,gasolina comum,138.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,31,24,23945
Toyota,T100,1998,gasolina comum,190.0,6.0,manual,tracao traseira,2.0,grande,picape cabine estendida,19,15,3214
Acura,Integra,2000,gasolina comum,170.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,28,22,3652
Toyota,Sienna,2017,gasolina comum,296.0,6.0,automatico,tracao integral,4.0,grande,minivan de passageiros,24,18,43940
Volvo,S80,2015,gasolina comum,240.0,4.0,automatico,tracao dianteira,4.0,medio,seda,38,26,41700
Volkswagen,Touareg,2015,diesel,240.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,29,20,52245
Kia,Forte,2017,gasolina comum,147.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,38,29,17500
Dodge,Ram Cargo,2003,gasolina comum,225.0,8.0,automatico,tracao traseira,3.0,grande,van de carga,15,13,23645
Nissan,Frontier,2017,gasolina comum,261.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,23,16,26470
Chevrolet,Colorado,2015,gasolina comum,305.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,26,18,25850
Cadillac,Escalade Hybrid,2012,gasolina comum,332.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,23,20,73850
Chevrolet,Captiva Sport,2014,flex (gasolina/E85),180.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,28,20,24360
BMW,8 Series,1996,gasolina comum,322.0,12.0,automatico,tracao traseira,2.0,medio,cupe,19,12,6954
Acura,Integra,1999,gasolina comum,170.0,4.0,manual,tracao dianteira,4.0,compacto,seda,28,22,3381
Chevrolet,C/K 1500 Series,1997,gasolina comum,200.0,6.0,manual,tracao traseira,2.0,grande,picape cabine estendida,20,15,2637
Volkswagen,CC,2016,gasolina premium (recomendada),200.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,31,22,34475
Audi,A5,2016,gasolina premium (obrigatoria),220.0,4.0,manual,tracao integral,2.0,medio,cupe,32,22,42800
Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,manual,tracao dianteira,4.0,compacto,perua,42,30,27290
Nissan,NV200,2015,gasolina comum,131.0,4.0,automatico,tracao dianteira,4.0,compacto,minivan de carga,26,24,20720
Cadillac,ATS,2016,gasolina premium (recomendada),272.0,4.0,automatico,tracao traseira,4.0,medio,seda,31,22,39340
Ford,F-150,2017,flex (gasolina/E85),282.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,25,18,34790
Volkswagen,Jetta GLI,2014,gasolina premium (recomendada),210.0,4.0,manual,tracao dianteira,4.0,medio,seda,33,23,27455
Pontiac,Montana,2003,gasolina comum,185.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,24,17,29740
Subaru,Crosstrek,2017,gasolina comum,148.0,4.0,manual,tracao integral,4.0,compacto,SUV 4 portas,30,23,21695
Cadillac,XTS,2016,gasolina comum,304.0,6.0,automatico,tracao dianteira,4.0,grande,seda,28,18,64550
Ford,Fusion,2017,gasolina comum,231.0,4.0,automatico,tracao dianteira,4.0,medio,seda,31,21,30610
Volkswagen,Golf SportWagen,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,4.0,compacto,perua,35,25,29345
Ford,LTD Crown Victoria,1991,gasolina comum,150.0,8.0,automatico,tracao traseira,4.0,grande,perua,22,15,2000
Acura,Legend,1994,gasolina comum,230.0,6.0,manual,tracao dianteira,2.0,medio,cupe,24,16,2181
Suzuki,Sidekick,1998,gasolina comum,95.0,4.0,automatico,tracao nas quatro rodas,4.0,compacto,SUV 4 portas,24,19,2107
Ford,Edge,2016,gasolina premium (recomendada),245.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,30,20,35600
Saab,9000,1997,gasolina comum,225.0,4.0,manual,tracao dianteira,4.0,medio,hatchback 4 portas,26,18,2145
Chevrolet,C/K 1500 Series,1998,gasolina comum,200.0,6.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine simples,19,14,3321
Buick,Regal,2017,gasolina premium (recomendada),259.0,4.0,automatico,tracao dianteira,4.0,medio,seda,29,21,31615
Toyota,Yaris,2016,gasolina comum,106.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,36,30,16555
Acura,MDX,2016,gasolina premium (recomendada),290.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,26,18,51440
Ford,Transit Connect,2017,flex (gasolina/E85),169.0,4.0,automatico,tracao dianteira,4.0,compacto,minivan de passageiros,27,19,28215
Toyota,Tundra,2016,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,17,13,41720
Honda,Accord,2016,gasolina comum,278.0,6.0,automatico,tracao dianteira,2.0,medio,cupe,32,21,31025
GMC,Sierra C3,2001,gasolina comum,325.0,8.0,automatico,tracao integral,4.0,grande,picape cabine estendida,13,10,38370
Dodge,RAM 250,1993,gasolina comum,230.0,8.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine simples,15,12,2046
Infiniti,EX35,2009,gasolina premium (recomendada),297.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,16,37400
Ford,Mustang,2015,gasolina premium (recomendada),435.0,8.0,manual,tracao traseira,2.0,medio,cupe,25,15,46170
Pontiac,G6,2009,gasolina comum,164.0,4.0,automatico,tracao dianteira,2.0,medio,cupe,33,22,22220
Volkswagen,GTI,2012,gasolina premium (recomendada),200.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,31,21,28445
Scion,xA,2005,gasolina comum,108.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,34,27,12530
Nissan,Juke,2016,gasolina premium (recomendada),188.0,4.0,automatico,tracao integral,4.0,compacto,hatchback 4 portas,31,26,24150
Mercedes-Benz,GLA-Class,2016,gasolina premium (obrigatoria),375.0,4.0,manual automatizado,tracao integral,4.0,compacto,SUV 4 portas,29,22,49580
Chevrolet,Camaro,2017,gasolina premium (obrigatoria),650.0,8.0,manual,tracao traseira,2.0,medio,conversivel,20,14,67140
Chevrolet,TrailBlazer,2008,gasolina premium (obrigatoria),390.0,8.0,automatico,tracao integral,4.0,medio,SUV 4 portas,16,12,37725
Kia,Sorento,2017,gasolina comum,290.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,25,18,28990
Honda,Accord,2017,gasolina comum,185.0,4.0,manual,tracao dianteira,4.0,medio,seda,32,23,22355
Mitsubishi,Precis,1992,gasolina comum,81.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,30,25,2000
Volkswagen,New Beetle,2009,gasolina comum,150.0,5.0,automatico,tracao dianteira,2.0,compacto,conversivel,28,20,26990
Acura,RL,2012,gasolina premium (obrigatoria),300.0,6.0,automatico,tracao integral,4.0,medio,seda,24,17,52350
Subaru,Impreza,2015,gasolina comum,148.0,4.0,automatico,tracao integral,4.0,compacto,hatchback 4 portas,37,28,22795
Ford,Freestar,2007,gasolina comum,201.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,21,15,23705
Hyundai,Genesis,2015,gasolina comum,311.0,6.0,automatico,tracao integral,4.0,grande,seda,25,16,40500
BMW,M2,2017,gasolina premium (obrigatoria),365.0,6.0,manual,tracao traseira,2.0,compacto,cupe,26,18,51700
Honda,Fit,2017,gasolina comum,130.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,36,29,15990
Porsche,Cayman,2015,gasolina premium (obrigatoria),325.0,6.0,manual,tracao traseira,2.0,compacto,cupe,28,20,63800
Volvo,XC60,2016,gasolina comum,300.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,17,42650
Ford,Fusion Hybrid,2015,gasolina comum,188.0,4.0,automatico,tracao dianteira,4.0,medio,seda,41,44,26575
Mazda,MX-6,1995,gasolina comum,118.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,31,23,2000
Ford,Explorer,2015,flex (gasolina/E85),290.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,24,17,33000
Infiniti,G37 Convertible,2010,gasolina premium (obrigatoria),325.0,6.0,automatico,tracao traseira,2.0,medio,conversivel,25,17,44350
Audi,SQ5,2016,gasolina premium (obrigatoria),354.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,24,17,53300
Mitsubishi,Mighty Max Pickup,1994,gasolina comum,151.0,4.0,manual,tracao traseira,2.0,compacto,picape cabine estendida,23,18,2000
Cadillac,CTS Wagon,2012,gasolina comum,270.0,6.0,automatico,tracao traseira,4.0,medio,perua,27,18,39015
Cadillac,Eldorado,2001,gasolina comum,300.0,8.0,automatico,tracao dianteira,2.0,grande,cupe,25,15,44011
Infiniti,Q60 Coupe,2017,gasolina premium (recomendada),208.0,4.0,automatico,tracao traseira,2.0,medio,cupe,30,22,38950
Hyundai,Veloster,2016,gasolina comum,201.0,4.0,manual automatizado,tracao dianteira,3.0,compacto,hatchback 2 portas,33,27,23800
Dodge,Avenger,2012,flex (gasolina/E85),283.0,6.0,automatico,tracao dianteira,4.0,medio,seda,29,19,25995
Hyundai,Elantra,2017,gasolina comum,147.0,4.0,manual,tracao dianteira,4.0,compacto,seda,36,26,17150
Oldsmobile,Intrigue,2001,gasolina comum,215.0,6.0,automatico,tracao dianteira,4.0,medio,seda,26,17,22515
Chevrolet,Colorado,2015,gasolina comum,200.0,4.0,automatico,tracao traseira,4.0,compacto,picape cabine estendida,27,20,27630
Chevrolet,TrailBlazer EXT,2006,gasolina comum,291.0,6.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,19,14,27980
Volkswagen,Beetle Convertible,2015,gasolina premium (recomendada),210.0,4.0,manual automatizado,tracao dianteira,2.0,compacto,conversivel,29,23,31995
Ford,Tempo,1992,gasolina comum,96.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,30,21,2000
Mitsubishi,Galant,2011,gasolina comum,160.0,4.0,automatico,tracao dianteira,4.0,medio,seda,30,21,23999
Suzuki,SX4,2011,gasolina comum,148.0,4.0,automatico,tracao integral,4.0,compacto,hatchback 4 portas,29,23,18599
Cadillac,CTS,2015,gasolina premium (recomendada),272.0,4.0,automatico,tracao traseira,4.0,grande,seda,30,20,60070
Kia,Optima,2015,gasolina comum,192.0,4.0,automatico,tracao dianteira,4.0,medio,seda,34,23,21840
Mercedes-Benz,CLA-Class,2016,gasolina premium (obrigatoria),208.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,38,26,32050
Dodge,Ram Pickup 1500,2010,flex (gasolina/E85),310.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,18,13,32085
Mitsubishi,Outlander,2016,gasolina comum,166.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,29,24,25995
Ford,F-250,1998,gasolina comum,220.0,8.0,manual,tracao nas quatro rodas,3.0,grande,picape cabine estendida,16,13,3822
Volvo,S60,2016,gasolina comum,240.0,4.0,automatico,tracao dianteira,4.0,medio,seda,38,26,36800
Suzuki,Aerio,2006,gasolina comum,155.0,4.0,manual,tracao dianteira,4.0,compacto,perua,28,22,15299
GMC,Savana,2015,flex (gasolina/E85),285.0,8.0,automatico,tracao traseira,3.0,medio,van de passageiros,17,11,35915
Cadillac,XTS,2015,gasolina comum,304.0,6.0,automatico,tracao dianteira,4.0,grande,seda,28,18,49000
Infiniti,G37,2008,gasolina premium (obrigatoria),330.0,6.0,automatico,tracao traseira,2.0,medio,cupe,24,18,34900
Ford,Transit Wagon,2016,flex (gasolina/E85),275.0,6.0,automatico,tracao traseira,3.0,medio,van de passageiros,19,14,34620
Volvo,S60,2016,gasolina comum,240.0,4.0,automatico,tracao dianteira,4.0,medio,seda,38,26,34150
Ford,F-150,2016,gasolina comum,325.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,23,18,43490
Dodge,Dakota,2010,gasolina comum,210.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine estendida,20,15,23630
Toyota,FJ Cruiser,2014,gasolina comum,260.0,6.0,manual,tracao nas quatro rodas,4.0,medio,SUV 4 portas,18,15,28860
Dodge,Challenger,2017,gasolina comum,375.0,8.0,manual,tracao traseira,2.0,grande,cupe,23,15,37390
Audi,S4,2015,gasolina premium (obrigatoria),333.0,6.0,manual automatizado,tracao integral,4.0,medio,seda,28,18,55700
Dodge,RAM 150,1991,gasolina comum,125.0,6.0,desconhecido,tracao traseira,2.0,grande,picape cabine simples,17,12,2000
Ford,Mustang,2016,gasolina premium (recomendada),310.0,4.0,manual,tracao traseira,2.0,medio,cupe,31,22,25645
GMC,S-15 Jimmy,1990,gasolina comum,160.0,6.0,manual,tracao traseira,2.0,compacto,SUV 2 portas,22,15,2000
Toyota,Sienna,2017,gasolina comum,296.0,6.0,automatico,tracao dianteira,4.0,grande,minivan de passageiros,27,19,27645
Ford,F-150,2015,flex (gasolina/E85),282.0,6.0,automatico,tracao traseira,2.0,grande,picape cabine simples,25,18,26330
